rest_type,rest_name,rest_score,rest_votes,rest_reviews,rest_cuisine,rest_zone,rest_addressrest_cost,rest_timings,rest_featured_in,rest_call
['Casual Dining'],['Tandoor Chilli'],['3.8'],['122 votes'],['101 reviews'],"['Awadhi', 'Chinese', 'North Indian']","['Khopat, Thane West']","['1-2, Jai Towers CHS, Cadbury Junction, Khopat, Thane West']",['\xe2\x82\xb9800'],"['12 Noon to 3:30 PM, 7 PM to 11:30 PM (Mon-Sun)']",['Get 10% off all home-delivery. Valid only when you order online on Zomato.'],"['022 25333030, 022 25334400']"
['Bakery'],"[""Leo's Boulangerie""]",['3.6'],['136 votes'],['77 reviews'],"['Bakery', 'Desserts', 'Fast Food']",['Colaba'],"['7, Punita Building, Jamshed Baugh, SBS Road, Colaba, Mumbai']",['\xe2\x82\xb9400'],['8:30 AM to 12 Midnight (Mon-Sun)'],['Sweet tooth'],"['022 65274499, 022 65811002']"
"['Casual Dining', ',', 'Bar']",['Lume Restaurant & Bar'],['3.5'],['92 votes'],['72 reviews'],"['Italian', 'North Indian']",['Near Andheri East Station'],"['Hotel Aureole, Bima Nagar Society, Sir Mathuradas Vasanji Road, Telli Gali, Near Andheri East Station, Mumbai']","['\xe2\x82\xb91,200']",['10 AM to 1 AM (Mon-Sun)'],['Happy hours'],['022 30150877']
['Casual Dining'],['Regency Restaurant & Bar'],['3.5'],['174 votes'],['93 reviews'],"['North Indian', 'Mughlai', 'Chinese']",['Near Andheri East Station'],"['Vasant, Professor NS Phadke Marg, Near Andheri East Station, Mumbai']","['\xe2\x82\xb91,200']","['11 AM to 4 PM, 6 PM to 1 AM (Mon-Sun)']",['empty'],"['022 26824711, 022 26821423']"
['Quick Bites'],['Lemon N Spice'],['3.2'],['150 votes'],['89 reviews'],"['Fast Food', 'Italian', 'Beverages']",['Girgaum'],"['Golecha House, SVP Road, Prarthana Samaj, Girgaum, Mumbai']",['\xe2\x82\xb9650'],['11 AM to 1 AM (Mon-Sun)'],['Get 10% off all home-delivery orders above Rs. 400. Valid only when you order online on Zomato.'],['022 33956034']
['Caf\xc3\xa9'],['Tuning Fork'],['3.7'],['128 votes'],['98 reviews'],"['Cafe', 'Continental', 'North Indian']",['Khar'],"['1st Floor, Hotel Unicontinental, 3rd Road, Near Khar Railway Station, Khar, Mumbai']","['\xe2\x82\xb91,200']","['12 Noon to 12 Midnight (Mon, Tue, Wed, Thu, Sun), 12...']",['Hidden gems'],"['+91 9833358490, +91 8879844797']"
['Casual Dining'],"[""Kareem's""]",['3.4'],['167 votes'],['86 reviews'],"['North Indian', 'Mughlai', 'Biryani']","['Pali Hill, Bandra West']","['1, Rita Apartments, 16th Road, Pali Hill, Bandra West']",['\xe2\x82\xb9500'],['11:30 AM to 1:15 AM (Mon-Sun)'],['Get 10% off all home-delivery. Valid only when you order online on Zomato.'],"['022 26463501, +91 9619176543']"
['Casual Dining'],['Shloka Dining Bar'],['3.6'],['157 votes'],['87 reviews'],"['North Indian', 'Mughlai', 'Asian', 'Chinese', 'Malwani', 'South Indian']",['Mulund West'],"['Bhanu Apartment, Veena Nagar, LBS Marg, Opposite Runwal Anthorium, Mulund West, Mumbai']",['\xe2\x82\xb9800'],"['12 Noon to 3:30 PM, 6:30 PM to 12 Midnight (Mon-Sun)']",['empty'],['022 33126922']
['Casual Dining'],['Pizza Factory'],['3.0'],['125 votes'],['102 reviews'],"['Italian', 'Mexican']",['Borivali West'],"['Shimpoli Road, Opposite Reliance Mall, Borivali West, Mumbai']",['\xe2\x82\xb9800'],['11 AM to 11 PM (Mon-Sun)'],['empty'],"['022 28980059, 022 28337178']"
['Casual Dining'],['Kababchini'],['2.7'],['167 votes'],['103 reviews'],"['North Indian', 'Seafood', 'Malwani', 'Chinese']",['Borivali West'],"['1, Datta Prasad CHS, Shanti Daan, LT Road, Borivali West, Mumbai']",['\xe2\x82\xb9700'],['11:30 AM to 12:50 AM (Mon-Sun)'],['empty'],"['022 29676786, 022 29677786']"
['Casual Dining'],['Punjabi Tadka by Crystal'],['3.3'],['155 votes'],['89 reviews'],['North Indian'],['Lower Parel'],"['2, Building A, Shinde Building Compound, Next To Phoenix Towers, SB Marg, Lower Parel, Mumbai']",['\xe2\x82\xb9600'],"['11:45 AM to 3:15 PM, 7:15 PM to 10:45 PM...']",['empty'],"['022 24990099, 022 24990077']"
['Quick Bites'],['Potoba'],['2.6'],['188 votes'],['113 reviews'],"['North Indian', 'Street Food', 'Malwani', 'South Indian', 'Chinese', 'Beverages']",['Santacruz East'],"['Tirupati Apartment, University Campus, Vidyanagari, Kalina, Santacruz East, Mumbai']",['\xe2\x82\xb9500'],"['11 AM to 4 PM, 7 PM to 11 PM (Mon-Sun)']",['empty'],"['022 26651355, 022 26653057']"
['Casual Dining'],['PotLuck'],['3.8'],['67 votes'],['56 reviews'],"['Continental', 'Beverages', 'Desserts', 'Italian', 'Pizza', 'European']","['Andheri Lokhandwala, Andheri West']","['A-7, Royal Classic Society, Next to Citi Mall, Link Road, Andheri Lokhandwala, Andheri West']",['\xe2\x82\xb9800'],['9 AM to 12:30 AM (Mon-Sun)'],['Get 15% off all home-delivery orders above Rs. 300. Valid only when you order online on Zomato.'],"['022 65016500, 022 65016600']"
['Quick Bites'],['Tibbs Frankie'],['3.7'],['242 votes'],['135 reviews'],['Fast Food'],['Dadar Shivaji Park'],"['Near Bal Mohan High School, Dadar Shivaji Park, Mumbai']",['\xe2\x82\xb9200'],['10 AM to 10:30 PM (Mon-Sun)'],['empty'],['022 24460900']
['Bar'],['Drinking Kulture'],['3.7'],['61 votes'],['52 reviews'],"['Continental', 'Italian', 'European', 'Finger Food']","['Andheri Lokhandwala, Andheri West']","['1st Floor, Lotus Trade Centre, Beside Audi Showroom, Near D.N. Nagar Metro Station, Andheri Lokhandwala, Andheri West']","['\xe2\x82\xb91,600']",['11 AM to 1 AM (Mon-Sun)'],['Newly opened'],['022 33716087']
['Casual Dining'],['Pravin Chinese'],['3.5'],['120 votes'],['65 reviews'],['Chinese'],"['Naupada, Thane West']","['Shop no 1, Santosh Apartment, B Cabin, Thakur Wadi, Shivaji Nagar, Naupada, Thane West']",['\xe2\x82\xb9400'],['1 PM to 11 PM (Mon-Sun)'],['empty'],"['022 25374145, +91 8451091311']"
['Casual Dining'],['Manisha Fine Dining Bar'],['3.8'],['154 votes'],['98 reviews'],"['North Indian', 'Chinese', 'Mughlai', 'Thai', 'Seafood']",['CBD-Belapur'],"['12-14, Sai Sagar Building, Sector 15, CBD-Belapur, Navi Mumbai']",['\xe2\x82\xb9700'],['11 AM to 12 Midnight (Mon-Sun)'],['empty'],['022 30151515']
['Casual Dining'],"[""Eva's Pizza""]",['3.9'],['116 votes'],['88 reviews'],"['Pizza', 'Fast Food']",['Mahakali'],"['Shop 28, Kamlesh Apartments, Near Tolani College, Mahakali Caves Road, Andheri East, Mahakali, Mumbai']",['\xe2\x82\xb9650'],['11 AM to 11 PM (Mon-Sun)'],['Get 15% off all home-delivery. Valid only when you order online on Zomato.'],['022 33126049']
['Casual Dining'],['Kuba'],['3.1'],['177 votes'],['120 reviews'],"['Seafood', 'North Indian', 'Chinese', 'Mughlai']",['Kalyan'],"['Jalal Building, Opposite Krishna Talkies, Shivaji Chowk, Kalyan West, Kalyan, Mumbai']",['\xe2\x82\xb9700'],['12 Noon to 12 Midnight (Mon-Sun)'],['empty'],"['0251 6500882, +91 8652004215']"
"['Casual Dining', ',', 'Bar']",['Live It Up'],['3.7'],['100 votes'],['79 reviews'],"['Continental', 'Mexican', 'Italian']",['Vashi'],"['Shop 59, Satra Plaza, Behind Mercedes Showroom, Sector 19D, Palm Beach Road, Vashi, Navi Mumbai']","['\xe2\x82\xb91,000']","['12 Midnight to 1 AM, 12 Noon to 12 Midnight (Mon-Sun)']",['empty'],"['022 65100555, 022 65101555']"
['Quick Bites'],['Sukh Sagar Juice'],['3.7'],['194 votes'],['87 reviews'],"['Desserts', 'Juices']",['Chowpatty'],"['542 A, Gandhi Building, SVP Road, Chowpatty, Mumbai']",['\xe2\x82\xb9350'],['9:30 AM to 12 Midnight (Mon-Sun)'],['empty'],['022 23640088']
['Casual Dining'],['Radha Krishna'],['2.7'],['172 votes'],['86 reviews'],"['South Indian', 'North Indian', 'Chinese', 'Fast Food']",['Borivali West'],"['Sun Plaza, Opposite Diamond Talkies, LT Road, Borivali West, Mumbai']",['\xe2\x82\xb9600'],"['11 AM to 3:30 PM, 7 PM to 11 PM (Mon-Sun)']",['empty'],"['022 28985885, 022 28985886']"
['Casual Dining'],['Night Evil'],['3.3'],['199 votes'],['86 reviews'],"['Chinese', 'Seafood']",['Borivali West'],"[""3, Haridarshan, Near St Anne's School, LT Road, Borivali West, Mumbai""]",['\xe2\x82\xb9600'],"['11 AM to 3 PM, 7 PM to 11:15 PM (Mon-Sun)']",['empty'],"['022 28927046, 022 28922889']"
['empty'],['Masala Kitchen'],['3.7'],['179 votes'],['117 reviews'],['North Indian'],['Worli'],"['12, Municipal Industrial Estate, Dainik Shivner Marg, Gandhinagar, Worli, Mumbai']",['\xe2\x82\xb9800'],"['11 AM to 3 PM, 7 PM to 11:30 PM (Mon),11 AM to 3:45...']",['Brilliant biryanis'],['022 30151932']
"['Casual Dining', ',', 'Bar']",['Prime Time'],['3.6'],['116 votes'],['92 reviews'],"['North Indian', 'Chinese', 'Continental']","['R City Mall, Ghatkopar West']","['Level 3, R City Mall, Phase I, L.B.S.Marg, Ghatkopar West, Mumbai']","['\xe2\x82\xb91,200']",['11 AM to 11 PM (Mon-Sun)'],['empty'],['+91 9324326496']
['empty'],['WTC Pasta'],['3.3'],['144 votes'],['108 reviews'],['Fast Food'],['Goregaon West'],"['Shop 6, Plot 21, Ganga Sagar CHS, SV Road, Goregaon West, Mumbai']",['\xe2\x82\xb9400'],"['Closed (Mon),1 PM to 12 Midnight (Tue-Fri),12...']",['empty'],"['+91 9004080013, +91 9004080025']"
['Casual Dining'],['Nutan'],['3.6'],['181 votes'],['95 reviews'],"['North Indian', 'Beverages']","['Galleria Shopping Centre, Powai']","['148F, Galleria Shopping Centre, Hiranandani Gardens, Powai, Mumbai']",['\xe2\x82\xb9500'],['12 Noon to 11 PM (Mon-Sun)'],['empty'],"['022 25797429, +91 9987767265']"
['Casual Dining'],['Sandeep Restaurant & Bar'],['3.8'],['151 votes'],['69 reviews'],"['North Indian', 'Mughlai', 'Seafood', 'Chinese']",['Mulund West'],"['Chandra Darshan, Paanch Rasta, Mulund West, Mumbai']",['\xe2\x82\xb9700'],['11 AM to 3 AM (Mon-Sun)'],['Late night restaurants'],['022 30151287']
['Casual Dining'],['Woodland Retreat'],['3.4'],['179 votes'],['89 reviews'],"['South Indian', 'North Indian', 'Chinese']",['Mulund West'],"['Meghal Industrial Estate, Devidayal Road, Mulund West, Mumbai']",['\xe2\x82\xb9500'],['11 AM to 11 PM (Mon-Sun)'],['empty'],"['022 25623455, 022 25623755']"
['Quick Bites'],['Chit Chat'],['2.4'],['124 votes'],['92 reviews'],['Fast Food'],['Dombivali East'],"['Shop 10, Phadke Road, Laxmi Baugh Estate, Dombivali East, Mumbai']",['\xe2\x82\xb9600'],['11 AM to 11 PM (Mon-Sun)'],['Get 10% off all home-delivery orders above Rs. 250. Valid only when you order online on Zomato.'],['022 30151048']
['Casual Dining'],['Shantanu Family Restaurant'],['3.7'],['182 votes'],['105 reviews'],['Chinese'],"['Hiranandani Estate, Thane West']","['Vijay-Nagari Shopping Complex, Vijay Nagari, Thane, Hiranandani Estate, Thane West']",['\xe2\x82\xb9450'],"['11:30 AM to 3:30 PM, 6 PM to 11 PM (Mon-Sun)']",['empty'],"['022 25973499, 022 67976090']"
['Casual Dining'],['Shree Krishna Chhaya'],['2.8'],['129 votes'],['75 reviews'],"['Chinese', 'Street Food', 'North Indian', 'South Indian', 'Beverages']",['Khar'],"['1st Road, Motasha Building, Khar West, Khar, Mumbai']",['\xe2\x82\xb9600'],"['11 AM to 4 PM, 7 PM to 12 Midnight (Mon-Sun)']",['empty'],"['022 26052655, 022 26052656']"
['Fine Dining'],['Pebbles - Juhu Residency Boutique Hotel'],['3.7'],['186 votes'],['72 reviews'],"['Seafood', 'Chinese', 'North Indian', 'Italian']","['Juhu Residency Boutique Hotel, Juhu']","['Juhu Residency Boutique Hotel, 148B, Juhu Tara Road, Juhu, Mumbai']","['\xe2\x82\xb92,000']","['12 Noon to 3 PM, 7 PM to 12 Midnight (Mon-Sun)']",['empty'],"['022 26134949, 022 67834949']"
['Casual Dining'],['Konark Veg Diet'],['3.4'],['165 votes'],['106 reviews'],"['Fast Food', 'North Indian', 'South Indian', 'Chinese']",['Kandivali East'],"['23-24, Rangoli, Vasant Ustav, Thakur Village, Near Thakur College, Kandivali East, Mumbai']",['\xe2\x82\xb9550'],['8 AM to 11:30 PM (Mon-Sun)'],['empty'],"['022 28853840, 022 28853846']"
['Casual Dining'],"[""D'Bell""]",['Temporarily Closed'],['empty'],['138 reviews'],"['Fast Food', 'Continental']",['Lower Parel'],"['Tower 2A, Lobby Level, One Indiabulls Center, Jupiter Mills Compound, Senapati Bapat Marg, Lower Parel West, Lower Parel, Mumbai']","['\xe2\x82\xb91,500']",['empty'],['empty'],"['022 65374666, +91 7710062367']"
['Casual Dining'],['The Courtyard Restaurant'],['3.5'],['185 votes'],['94 reviews'],"['Chinese', 'North Indian']","['Kasarvadavli, Thane West']","['Opposite Hotel Ambrosia, Kasarvadavli, Thane West, Thane']","['\xe2\x82\xb91,000']",['12 Noon to 12 Midnight (Mon-Sun)'],['empty'],"['022 25970530, 022 25970080']"
['Lounge'],['Zing Lounge'],['3.2'],['171 votes'],['109 reviews'],"['Finger Food', 'North Indian', 'Chinese', 'Thai', 'Pizza']",['Vashi'],"['Ground Floor, Haware Fantasia Business Park, Sector 30, Navi Mumbai., Vashi, Navi Mumbai']","['\xe2\x82\xb91,650']",['3 PM to 1 AM (Mon-Sun)'],['empty'],"['+91 9819530389, +91 9167893131']"
['Casual Dining'],['Malvan Kattaa'],['3.2'],['205 votes'],['119 reviews'],"['Chinese', 'North Indian', 'Malwani', 'Seafood']",['CBD-Belapur'],"['36, Vishnu Building, Sector 15, Next to Croma, CBD-Belapur, Navi Mumbai']",['\xe2\x82\xb9900'],"['11 AM to 4 PM, 6 PM to 12 Midnight (Mon-Sun)']",['empty'],"['+91 9699033444, 022 27580444']"
['Casual Dining'],['Stars Parade'],['3.6'],['167 votes'],['82 reviews'],"['Chinese', 'North Indian']",['Chembur'],"['Swami Jairamdas Shopping Centre, Basant Park, Opposite Chembur Police Station, Chembur, Mumbai']",['\xe2\x82\xb9800'],"['12 Noon to 3:30 PM, 7 PM to 12 Midnight (Mon-Sun)']",['empty'],['022 30151729']
['empty'],['Kung Food Kitchen'],['3.4'],['166 votes'],['49 reviews'],"['Chinese', 'Thai', 'Indonesian', 'Burmese']",['Bandra East'],"['Shop 27, New Shopping Centre, Bandra East, Mumbai']",['\xe2\x82\xb9600'],"['12 Noon to 3:30 PM, 7 PM to 11 PM (Mon-Sun)']",['empty'],"['022 26452484, 022 65592484']"
['empty'],['Zafire Express'],['3.6'],['199 votes'],['140 reviews'],"['North Indian', 'Mughlai', 'Biryani']",['Kandivali East'],"['Shop 7, EMP32, Neptune CHS Ltd., Evershine Phase 2, Thakur Village, Kandivali East, Mumbai']",['\xe2\x82\xb9800'],"['11:30 AM to 3:30 PM, 6:30 PM to 11:30 PM (Mon-Sun)']",['empty'],"['022 40231254, +91 8652459491']"
['Casual Dining'],['Pallavi Avida'],['3.6'],['104 votes'],['75 reviews'],"['North Indian', 'Chinese', 'Continental']","['Pallavi Avida, Kalamboli']","['Site 6, Sector 10 E, Roadpalli, Kalamboli Link Road, Kalamboli, Navi Mumbai']",['\xe2\x82\xb9850'],['7 AM to 11 PM (Mon-Sun)'],"['Special Cafe offer, Chilled Rasmalai shake with hot cup noodles at just @45*.']",['022 30151293']
['Casual Dining'],['Mumbai Creams'],['2.6'],['94 votes'],['73 reviews'],"['South Indian', 'Continental', 'Desserts']","['Oshiwara, Andheri West']","['Shop 1,2,3 & 4, Municipal Market Oshiwara, Behind Meera Towers or Opp to Mega Mall, Oshiwara, Andheri West']",['\xe2\x82\xb9800'],"['12 Midnight to 4 AM, 4 PM to 12 Midnight (Mon-Sun)']",['empty'],"['+91 8655600003, +91 8655600004']"
"['Casual Dining', ',', 'Bar']",['Indian Zing'],['3.7'],['149 votes'],['125 reviews'],"['North Indian', 'Chinese', 'Thai']","['Boulevard Mall, Majiwada, Thane West']","['Boulevard Mall, 201 B, Lodha Complex, Majiwada, Thane West']","['\xe2\x82\xb91,200']",['12 Noon to 12:30 AM (Mon-Sun)'],['empty'],['022 61054601']
['Casual Dining'],['Shanghai Chinese Food'],['3.4'],['183 votes'],['95 reviews'],"['Chinese', 'Seafood']",['Vile Parle East'],"['4A, Arunodaya Society, Subhash Road, Vile Parle East, Mumbai']",['\xe2\x82\xb9600'],"['Closed (Mon),12 Noon to 3 PM, 7 PM to 11:30 PM...']",['empty'],"['022 26136237, 022 26136238']"
['Casual Dining'],['The Laughing Cavalier'],['Temporarily Closed'],['empty'],['182 reviews'],"['Continental', 'Italian', 'North Indian']",['Malad West'],"['Fobeoz Tower, Ramchandra Lane, Kanchpada, Malad West, Mumbai']","['\xe2\x82\xb91,700']",['empty'],['empty'],"['+91 9820255782, 022 28803411']"
['Quick Bites'],['Mama Kane'],['3.8'],['160 votes'],['101 reviews'],['Maharashtrian'],['Dadar West'],"['222, Smruti Kunj, Senapati Bapat Marg, Dadar West, Mumbai']",['\xe2\x82\xb9200'],"['Closed (Mon),10 AM to 9:30 PM (Tue-Sun)']",['empty'],['022 24221161']
['Quick Bites'],['Food United'],['3.3'],['141 votes'],['96 reviews'],"['American', 'Fast Food', 'Burger']","['Carter Road, Bandra West']","['Shop 6, Hardik Villa CHS Society, Sherly Rajan Road, Near Rizvi Complex, Carter Road, Bandra West']",['\xe2\x82\xb9600'],['11 AM to 10:30 PM (Mon-Sun)'],['empty'],"['+91 7045345932, 022 26493122']"
['Casual Dining'],['The Great Punjab'],['3.1'],['203 votes'],['107 reviews'],"['North Indian', 'Mughlai']","['Linking Road, Bandra West']","[""266, Next to Shopper's Stop, Linking Road, Bandra West""]","['\xe2\x82\xb91,500']","['11 AM to 4:30 PM, 6:30 PM to 12:30 AM (Mon-Sun)']",['empty'],['022 30151869']
['Fine Dining'],['White Violet - Majestic Sarovar Portico'],['3.6'],['82 votes'],['63 reviews'],"['Continental', 'Chinese', 'North Indian']",['Vashi'],"['Majestic Court Sarovar Portico, X5/2, TTC Industrial Area, Mahape, Vashi, Navi Mumbai']","['\xe2\x82\xb92,200']","['12:30 PM to 3 PM, 7 PM to 11 PM (Mon-Sun)']",['empty'],"['022 61554466, +91 9594967970']"
"['Casual Dining', ',', 'Lounge']",['Fuel The Lounge'],['3.4'],['196 votes'],['80 reviews'],"['American', 'Chinese', 'Continental']",['Powai'],"['Jheel Darshan, Opposite Powai Lake, Powai, Mumbai']","['\xe2\x82\xb92,000']",['5:55 PM to 12:30 AM (Mon-Sun)'],['empty'],"['022 25705222, 022 25705333']"
['Casual Dining'],['Shubham Greens'],['3.0'],['146 votes'],['75 reviews'],"['South Indian', 'North Indian', 'Chinese', 'Fast Food']",['Marol'],"['B1-B2, Twin Arcade, Military Road, Marol, Mumbai']",['\xe2\x82\xb9550'],['8 AM to 12 Midnight (Mon-Sun)'],['empty'],"['022 29259500, 022 29204361']"
['Casual Dining'],['Gold Rush'],['3.3'],['191 votes'],['86 reviews'],"['South Indian', 'Chinese', 'Fast Food', 'North Indian']",['Dadar West'],"['Haji Ibrahim Trust Building, Opposite Sushrusha Hospital, Ranade Road, Dadar West, Mumbai']",['\xe2\x82\xb9700'],['empty'],['empty'],['Not available for this place']
['Casual Dining'],['Tiffin Chinese'],['3.3'],['153 votes'],['80 reviews'],"['Chinese', 'Asian']","['Pali Hill, Bandra West']","['4, Carlton Court, Opposite HSBC, Turner Road, Pali Hill, Bandra West']",['\xe2\x82\xb9900'],['11 AM to 12 Midnight (Mon-Sun)'],['T&C'],"['022 26423790, 022 26423445']"
['Quick Bites'],['Gokhle Uphar Gruh'],['3.9'],['158 votes'],['92 reviews'],"['Maharashtrian', 'Street Food']","['Naupada, Thane West']","['Krishna Nivas, Gokhale Road, Near Thane Healthcare, Naupada, Thane West']",['\xe2\x82\xb9100'],"['Closed (Mon),7 AM to 10 PM (Tue-Sun)']",['empty'],['022 65229666']
['Casual Dining'],['U Tan Sea Resorts'],['3.9'],['117 votes'],['84 reviews'],"['Continental', 'North Indian', 'Thai', 'South Indian']",['Bhayandar'],"['Chowk Dongri, Vitta Uttan, Bhayandar West, Bhayandar, Mumbai']","['\xe2\x82\xb91,000']",['7:30 AM to 12 Midnight (Mon-Sun)'],['On the outskirts'],"['+91 9167774307, +91 9167774306']"
['Casual Dining'],['Happy Belly'],['2.7'],['175 votes'],['129 reviews'],"['Chinese', 'Italian']",['Mira Road'],"['Shop No.7, RNA Broadway Avenue II, Near Chetan Wine Shop, Jangid Circle, Miraroad East, Mira Road, Mumbai']",['\xe2\x82\xb9600'],"['12:30 PM to 11:30 PM (Mon, Wed, Thu, Fri, Sat, Sun)...']",['Get 10% off all home-delivery orders above Rs. 200. Maximum discount up to Rs. 100. Valid only when you order online on Zomato.'],"['+91 7710897851, +91 9699026852']"
['Casual Dining'],['Banjara'],['3.3'],['155 votes'],['86 reviews'],"['Thai', 'North Indian', 'Mughlai']",['Chandivali'],"['Near Chandivali Studio, Chandivali Farm Road, Chandivali, Mumbai']",['\xe2\x82\xb9500'],"['11:30 AM to 3:30 PM, 7:30 PM to 11:30 PM (Mon-Sun)']",['empty'],"['022 64404924, +91 9224800646']"
['Caf\xc3\xa9'],['The Bean & Green Cafe'],['3.8'],['54 votes'],['50 reviews'],"['Cafe', 'Italian']",['Kandivali East'],"['Shop 96, Venus Co-operative Housing Society, Next to Federal Bank, Evershine Millennium Paradise, Thakur Village, Kandivali East, Mumbai']",['\xe2\x82\xb9600'],['11 AM to 11 PM (Mon-Sun)'],['Get 15% off all home-delivery orders above Rs. 240. Valid only when you order online on Zomato.'],['022 33715967']
['Fine Dining'],['Masque'],['4.0'],['54 votes'],['45 reviews'],['Continental'],['Mahalaxmi'],"['Unit 3, Laxmi Woollen Mills, Shakti Mills Lane, Dr. E Moses Road, Mahalaxmi, Mumbai']","['\xe2\x82\xb96,500']","['Closed (Mon),7:30 PM to 12 Midnight (Tue),12:30 PM...']",['empty'],"['022 24991010, +91 9819069222']"
['Casual Dining'],['Kaboom'],['3.7'],['55 votes'],['51 reviews'],"['Italian', 'Middle Eastern']",['Lower Parel'],"['Unit no. 13, B Wing, Trade World, Gate no. 2, Kamala Mills Compound, Lower Parel, Mumbai']",['\xe2\x82\xb9650'],"['9:30 AM to 10 PM (Mon-Sat),Closed (Sun)']",['Get 20% off your first home-delivery order from us. Only applicable on orders above Rs. 200. Valid only when you order online on Zomato.'],"['+91 8291476747, +91 7666423624']"
['Dessert Parlor'],['Ice Cream Works'],['3.5'],['157 votes'],['83 reviews'],"['Desserts', 'Ice Cream']",['Chowpatty'],"['Glamour Ice Cream, 39A, Chowpatty Seaface, Chowpatty, Mumbai']",['\xe2\x82\xb9300'],['9 AM to 12 Midnight (Mon-Sun)'],['Ice cream'],"['022 23690104, 022 23620104']"
['Casual Dining'],['Spring Onion'],['3.7'],['106 votes'],['70 reviews'],"['Seafood', 'Chinese', 'Asian', 'Thai']",['Matunga West'],"['Shop 6-7, Krishna Kunj CHS, Near Ruparel College, Tulsi Pipe Road, Opposite Matunga Road Station, Matunga West, Mumbai']",['\xe2\x82\xb9850'],"['11:30 AM to 4:30 PM, 6:30 PM to 11:30 PM...']",['Get 15% off on all dine-in and home-delivery orders. Offer on home-delivery only applicable when you order online on Zomato.'],['022 33951701']
